id,cuisine
21709,greek
22993,southern_us
39191,southern_us
17182,italian
20507,italian
42397,italian
18897,indian
3797,mexican
11041,italian
807,filipino
3514,southern_us
12936,indian
15050,greek
43377,italian
10471,mexican
30721,southern_us
14333,italian
6260,indian
7712,italian
19048,mexican
21455,southern_us
18575,southern_us
47647,mexican
35947,italian
14499,italian
43525,mexican
5723,mexican
48497,southern_us
43822,southern_us
525,mexican
30594,british
47948,mexican
2099,greek
43863,italian
24711,mexican
15230,italian
21680,mexican
36218,mexican
41622,italian
34809,italian
5110,italian
27214,italian
34803,filipino
36822,italian
6912,mexican
20373,italian
29157,italian
6327,mexican
35502,southern_us
8305,french
35598,french
48538,chinese
49358,french
44506,italian
39146,italian
29270,italian
20560,italian
24169,italian
41537,southern_us
10431,italian
31517,italian
34049,russian
26964,indian
49655,italian
9101,italian
30377,mexican
7046,japanese
47969,mexican
18971,italian
38891,italian
29506,italian
40305,southern_us
21255,french
15578,italian
24894,italian
32089,spanish
46097,italian
40982,mexican
12543,mexican
38366,italian
32925,chinese
17506,chinese
48389,french
41804,mexican
9961,italian
24939,italian
39599,italian
45838,mexican
48875,french
25531,mexican
3009,italian
31965,italian
16901,italian
13370,italian
2954,french
40353,italian
8207,southern_us
10933,spanish
38206,french
14110,indian
19128,greek
32616,italian
27748,thai
31858,cajun_creole
20510,italian
17602,chinese
35665,italian
46589,chinese
8178,southern_us
34880,indian
42527,french
29682,southern_us
32166,french
30343,mexican
15385,greek
18372,japanese
29211,italian
23269,italian
4561,italian
27365,indian
49032,french
22064,italian
12060,french
47834,southern_us
25815,mexican
34036,irish
19326,chinese
44078,southern_us
31090,french
17485,italian
708,mexican
5350,chinese
29754,italian
18309,italian
46871,mexican
27300,mexican
41890,italian
49548,mexican
11392,italian
1354,mexican
48819,indian
19097,mexican
42113,italian
24060,french
25849,italian
4543,greek
25306,greek
41966,italian
48719,french
48191,cajun_creole
8826,italian
42703,british
16083,italian
26613,italian
28088,french
39965,italian
36239,southern_us
4322,chinese
9951,southern_us
3045,italian
28585,southern_us
39841,italian
25913,mexican
39715,mexican
23135,italian
47022,french
24160,italian
18619,mexican
12574,italian
22681,italian
33692,french
538,spanish
22118,spanish
21890,italian
36340,spanish
27973,mexican
12870,japanese
22564,french
35063,italian
7000,southern_us
11318,italian
47001,italian
11395,italian
23507,indian
47242,italian
48957,italian
17721,southern_us
25138,mexican
47438,italian
47162,french
42459,italian
6486,french
24116,chinese
31596,irish
38887,chinese
10665,french
13712,british
2633,chinese
35784,italian
45204,italian
46722,italian
34949,italian
35321,british
46430,italian
34431,mexican
30890,italian
42132,french
15702,chinese
47719,mexican
45160,italian
20600,french
10800,italian
30479,thai
9457,italian
26571,italian
42942,indian
36635,italian
43617,french
16911,italian
122,spanish
22340,mexican
37007,italian
23595,southern_us
25233,french
5503,irish
47338,italian
44695,italian
7141,italian
14564,italian
19655,southern_us
35326,southern_us
35922,italian
28171,italian
1322,italian
14923,southern_us
42344,southern_us
16380,mexican
15233,italian
8338,italian
41014,mexican
30440,italian
23043,french
20788,british
14375,italian
1184,irish
34280,southern_us
46171,italian
31834,mexican
14759,mexican
15855,mexican
6662,italian
15056,italian
34873,irish
20089,southern_us
20015,italian
18402,mexican
6418,japanese
1454,russian
14070,italian
26424,italian
27349,indian
26459,italian
13151,indian
12264,southern_us
18366,southern_us
46851,southern_us
18954,italian
39858,irish
43500,french
21656,italian
10505,italian
5313,mexican
28951,italian
19961,italian
1795,french
9917,french
26180,spanish
9726,mexican
47689,french
7866,italian
41625,spanish
35160,southern_us
4430,japanese
39082,italian
46186,italian
11988,italian
24177,chinese
31849,italian
41194,mexican
36968,italian
42330,russian
36791,italian
19704,italian
4933,french
4255,french
37105,italian
35848,french
17416,french
39066,british
36270,italian
24406,irish
20517,french
27630,italian
19670,italian
4685,southern_us
45260,southern_us
378,italian
40841,italian
27632,french
12193,italian
38047,mexican
10170,southern_us
25043,italian
23851,southern_us
14743,italian
13294,italian
26466,italian
32002,italian
37526,italian
8888,southern_us
38945,italian
38546,greek
38869,italian
10556,british
3296,mexican
25977,greek
32025,italian
44087,italian
32762,italian
824,italian
44636,southern_us
542,irish
38218,italian
41930,italian
1987,indian
37378,southern_us
8873,southern_us
1513,japanese
44013,italian
38042,french
11576,mexican
24510,french
823,italian
23443,french
34870,italian
3846,french
14993,italian
16854,irish
5886,italian
33793,irish
2999,italian
20843,southern_us
29153,british
33790,mexican
16516,italian
37887,southern_us
18466,chinese
48033,italian
45404,italian
4175,mexican
31986,italian
38555,mexican
26832,italian
19810,southern_us
49086,southern_us
39579,indian
25551,southern_us
42549,mexican
22052,mexican
45632,italian
4143,italian
11310,italian
32839,spanish
48171,italian
22896,italian
10878,french
31643,british
47624,italian
35141,southern_us
13498,indian
24566,southern_us
16533,italian
15437,indian
19426,italian
32416,japanese
2427,italian
9178,italian
40606,italian
28450,italian
7946,italian
21756,italian
17843,italian
44066,irish
7427,italian
11297,italian
42965,southern_us
23067,mexican
35066,southern_us
27938,italian
39075,italian
20200,italian
19823,southern_us
12336,japanese
34714,thai
45388,mexican
25639,italian
33985,southern_us
25524,spanish
19641,italian
11106,italian
22165,italian
35412,filipino
23475,spanish
1570,french
12815,italian
37253,italian
16900,italian
7701,mexican
49391,italian
1132,french
13051,indian
2284,italian
21410,french
25604,southern_us
45746,mexican
35911,japanese
26608,italian
16991,italian
40657,mexican
47960,french
38408,french
1295,chinese
40139,french
38538,french
26420,italian
10326,italian
5181,italian
18210,italian
3241,french
27062,southern_us
41527,italian
45484,mexican
38755,italian
47246,greek
164,italian
723,mexican
299,italian
1519,british
34077,spanish
45254,italian
34760,italian
11154,italian
26274,french
15081,southern_us
45100,italian
1417,italian
32083,indian
29971,italian
17679,italian
36539,british
34975,mexican
4633,italian
10321,italian
35565,southern_us
26919,italian
9549,italian
31863,french
22053,italian
19443,mexican
18540,indian
23354,chinese
13859,southern_us
23904,italian
6675,southern_us
18595,italian
12967,mexican
17283,british
23211,french
14358,southern_us
31398,french
42650,italian
25258,italian
18457,italian
11810,italian
9499,italian
11943,french
6810,italian
34323,british
23296,mexican
45927,italian
45196,french
19917,french
20210,indian
41629,french
39907,italian
4956,italian
37058,thai
20859,french
3315,southern_us
4401,southern_us
21361,italian
44164,italian
26391,italian
47771,filipino
44140,french
43739,french
12481,southern_us
12292,filipino
15965,southern_us
23409,italian
39005,italian
2774,french
14529,italian
16926,italian
26890,southern_us
9663,italian
43052,japanese
24193,greek
5476,irish
10048,italian
1981,irish
12194,italian
22202,italian
7626,french
37365,british
44144,italian
37723,italian
47194,italian
30827,chinese
33108,italian
2075,italian
6326,southern_us
11083,southern_us
30311,italian
45371,french
18232,french
9768,spanish
6648,mexican
35650,italian
23013,italian
6669,mexican
42670,indian
18155,mexican
44622,italian
28426,spanish
23743,southern_us
14176,italian
9576,southern_us
36577,italian
16671,italian
22964,mexican
16424,chinese
47225,italian
17565,italian
36401,filipino
30314,italian
32982,mexican
21866,chinese
1475,chinese
13053,french
33983,french
24051,mexican
22800,mexican
16561,irish
2740,southern_us
219,mexican
48737,italian
2164,chinese
13579,italian
71,indian
12420,mexican
35209,mexican
11472,italian
43172,french
24927,italian
37102,french
10743,italian
27874,french
9565,chinese
21419,chinese
767,italian
28308,italian
37605,greek
9558,mexican
31527,italian
2419,irish
7541,italian
11400,italian
23487,italian
8087,southern_us
21906,italian
48830,mexican
37328,italian
45490,italian
9710,french
16153,french
39537,mexican
13923,french
8120,italian
12923,french
1556,southern_us
6871,british
34201,french
36146,italian
33170,italian
20082,southern_us
26517,southern_us
15214,southern_us
34092,southern_us
40902,french
44452,italian
2083,southern_us
44897,southern_us
17850,italian
26693,indian
19618,french
35589,southern_us
46084,japanese
17256,british
47570,italian
32796,british
27047,italian
39487,italian
130,mexican
17627,french
29072,french
1108,italian
22666,italian
41630,italian
27289,italian
42299,italian
36078,southern_us
7098,italian
46999,italian
28791,italian
39576,french
2447,italian
22449,greek
23828,chinese
5660,italian
47460,southern_us
17912,french
12288,italian
44037,italian
20875,mexican
6500,italian
13813,southern_us
4907,italian
38186,southern_us
9816,french
8170,italian
21681,southern_us
42384,southern_us
35366,italian
34244,indian
35421,mexican
33457,mexican
28026,french
38122,italian
21362,mexican
42253,italian
21994,greek
34457,italian
40229,italian
10181,southern_us
38257,southern_us
40992,italian
15617,jamaican
34754,southern_us
45459,italian
31295,indian
44977,italian
18322,japanese
23257,french
10084,italian
16445,italian
10594,italian
26828,italian
47643,italian
49680,irish
27446,indian
8731,italian
37341,mexican
42241,japanese
13669,italian
21403,italian
688,southern_us
23894,mexican
35753,italian
44692,italian
235,italian
20982,mexican
10166,cajun_creole
2187,italian
5022,vietnamese
49037,italian
44478,italian
8912,mexican
8919,mexican
23856,southern_us
14647,southern_us
48870,filipino
14377,italian
18548,italian
39591,italian
46746,greek
31926,italian
10159,chinese
11342,french
32421,japanese
19969,italian
3029,italian
39565,southern_us
7426,southern_us
20624,indian
4385,french
18761,southern_us
46710,italian
46241,italian
14208,french
29323,italian
40663,french
32391,italian
9506,irish
35402,italian
48796,italian
4657,italian
2404,mexican
36923,italian
41762,french
19344,french
19876,southern_us
39452,southern_us
19209,italian
35461,italian
5784,mexican
40345,southern_us
24765,french
25563,southern_us
40680,british
36932,italian
28106,indian
12717,chinese
40100,italian
6960,italian
20724,mexican
24433,italian
32118,italian
22353,italian
23040,southern_us
46246,japanese
36642,italian
21579,italian
24073,french
16775,irish
24732,southern_us
24221,chinese
33300,italian
34971,chinese
19777,french
24337,italian
24709,spanish
28557,french
8963,italian
31515,southern_us
22575,french
11011,italian
42030,italian
48012,french
13623,italian
49552,italian
5702,chinese
3847,southern_us
34221,indian
4312,italian
35834,italian
11849,french
38290,italian
3064,british
30099,italian
37354,mexican
27877,southern_us
45642,italian
10629,italian
17557,italian
3725,italian
49507,french
5560,moroccan
42239,italian
29559,italian
46028,thai
26523,british
28313,italian
32502,mexican
43610,italian
35563,italian
22160,indian
11258,italian
36220,italian
15974,mexican
30449,italian
29676,southern_us
29951,italian
2268,southern_us
36813,cajun_creole
28096,indian
40471,southern_us
6545,italian
33598,southern_us
22338,french
41918,chinese
2133,italian
42259,french
11056,mexican
7034,french
17040,japanese
35238,italian
46155,chinese
23356,italian
3909,italian
22107,italian
1656,italian
9302,italian
19473,italian
13566,italian
23424,southern_us
4139,italian
15970,italian
47732,moroccan
37251,italian
44870,italian
9773,italian
2131,italian
6381,mexican
9613,southern_us
47364,spanish
34376,italian
26408,italian
4763,italian
18982,british
2766,irish
19247,british
13462,italian
19678,italian
22814,italian
18582,french
3124,italian
19347,cajun_creole
8812,thai
22037,italian
15423,italian
35960,southern_us
49336,indian
1255,italian
17646,italian
20631,mexican
19492,italian
22895,italian
18607,mexican
34569,italian
48356,irish
12252,southern_us
21071,southern_us
22458,british
19585,italian
15597,italian
15038,french
20028,mexican
29764,greek
17206,italian
40901,italian
37954,southern_us
16933,chinese
42657,southern_us
21846,italian
33834,italian
25873,japanese
5938,italian
34762,italian
39835,british
5805,indian
13914,italian
45924,italian
41460,southern_us
37287,italian
25059,indian
34872,italian
7524,italian
10427,french
8014,chinese
14740,italian
24329,italian
38514,chinese
12665,italian
24655,irish
7078,italian
15995,indian
15861,filipino
30662,italian
17836,italian
2078,moroccan
3600,italian
46302,italian
28375,italian
34839,italian
18345,southern_us
23205,southern_us
34763,southern_us
26692,southern_us
10317,indian
11767,italian
36881,italian
33468,italian
20669,italian
18159,southern_us
22891,french
39588,mexican
35941,italian
15981,italian
26013,italian
5076,french
1573,southern_us
39380,french
13845,french
35146,italian
32924,italian
9567,italian
35203,greek
39666,southern_us
17786,mexican
21936,southern_us
8668,italian
41339,mexican
32268,greek
29706,british
42032,mexican
8105,french
11218,southern_us
7159,italian
47817,italian
1572,italian
38720,french
14780,italian
31839,southern_us
6501,french
39533,french
22820,italian
9619,british
14025,italian
19697,french
5370,mexican
32639,indian
15249,french
47776,italian
48134,italian
24141,irish
4117,italian
20578,italian
47585,italian
20326,italian
43932,italian
29704,chinese
12447,french
38117,mexican
2684,italian
25371,french
25518,mexican
27083,italian
16073,italian
45667,italian
44188,italian
44888,italian
41594,mexican
1061,french
6536,italian
31586,italian
9792,indian
40395,italian
24861,italian
32253,italian
31082,southern_us
19298,japanese
6600,british
46939,chinese
6092,southern_us
36600,french
45979,southern_us
46910,british
14174,greek
10609,italian
28647,french
19066,southern_us
16803,italian
49114,southern_us
14664,french
39670,mexican
4583,french
31121,italian
12589,mexican
22551,italian
11817,italian
22003,italian
42091,chinese
45966,mexican
6811,italian
2711,italian
44757,italian
5349,indian
30294,french
48944,italian
44048,indian
411,italian
44998,spanish
18078,southern_us
48533,indian
16485,mexican
32939,southern_us
11808,italian
23059,french
16466,southern_us
7315,italian
13178,chinese
2751,chinese
41395,italian
20534,italian
12111,italian
38708,french
37481,southern_us
28048,italian
13123,mexican
2174,italian
17190,southern_us
25756,italian
38180,italian
26892,italian
23757,spanish
8553,italian
36272,southern_us
35224,italian
5203,italian
23565,mexican
31420,southern_us
43491,chinese
38773,italian
15223,italian
17763,italian
24528,italian
21704,italian
45329,italian
48876,french
3741,indian
47710,southern_us
9182,greek
13782,cajun_creole
3369,italian
11985,italian
39817,french
26869,french
37461,italian
24217,mexican
2474,italian
45929,italian
12768,southern_us
924,southern_us
13258,italian
7955,french
37056,italian
17934,mexican
5843,mexican
46881,italian
4049,italian
24173,mexican
4683,italian
32612,french
11314,italian
13550,mexican
2483,italian
9573,mexican
34113,italian
37865,french
36951,italian
4703,italian
10734,italian
40444,french
44334,italian
35991,southern_us
34020,french
3743,italian
18305,italian
7877,italian
10606,italian
30584,italian
9266,italian
35196,mexican
41070,italian
25930,italian
48564,italian
14213,italian
6618,chinese
18479,italian
10279,italian
30750,italian
45701,mexican
22947,british
6467,italian
16365,french
7184,italian
23270,french
41805,filipino
7537,italian
18616,southern_us
42857,italian
37906,indian
16846,italian
573,italian
26657,italian
12408,italian
38232,southern_us
33447,italian
40227,italian
35760,mexican
1385,southern_us
47866,greek
30871,southern_us
22604,spanish
39397,greek
38782,chinese
45343,italian
26112,italian
10209,southern_us
31702,french
37943,british
23471,italian
3529,italian
46794,southern_us
16626,french
32361,italian
20932,italian
11183,chinese
33661,italian
12681,indian
2450,mexican
23979,southern_us
18465,chinese
28234,french
47449,southern_us
33869,french
4924,irish
18862,spanish
30556,chinese
35762,southern_us
7396,filipino
21232,italian
18299,french
35468,italian
42838,italian
33972,french
46021,southern_us
1627,southern_us
28873,southern_us
38927,mexican
25262,irish
19152,french
11061,mexican
27000,french
37396,italian
47358,italian
47825,southern_us
24681,southern_us
37706,italian
44056,italian
38298,italian
30788,southern_us
36144,southern_us
21792,italian
31745,italian
15104,chinese
30589,italian
14235,italian
2608,mexican
34828,southern_us
3282,southern_us
4336,french
25666,italian
17831,mexican
17008,greek
35845,mexican
19494,italian
30797,japanese
33763,mexican
19950,southern_us
23089,mexican
32074,southern_us
49640,french
8403,mexican
15879,italian
7949,cajun_creole
31483,japanese
32928,spanish
27647,italian
34616,french
21113,italian
41599,italian
23924,italian
36335,southern_us
36194,indian
10980,indian
45999,french
3943,irish
188,italian
5799,southern_us
20964,greek
2716,italian
5464,southern_us
17640,southern_us
39437,french
14835,korean
3094,italian
14826,italian
30173,southern_us
37811,greek
22363,italian
6369,italian
26850,british
48887,indian
44405,italian
21477,italian
32697,italian
38843,italian
20076,french
26429,italian
35648,chinese
41794,mexican
22100,filipino
30216,italian
17656,southern_us
17317,italian
4928,southern_us
43965,mexican
6404,french
12274,mexican
6651,italian
40406,italian
40933,italian
23419,mexican
37867,indian
28834,french
23912,irish
4791,cajun_creole
36354,spanish
32298,southern_us
44577,thai
48859,italian
32485,cajun_creole
8394,british
7708,french
38385,italian
22622,italian
29716,indian
44462,cajun_creole
9422,french
22499,french
36,southern_us
434,italian
5479,italian
42420,french
47346,indian
44568,italian
38650,italian
19191,italian
22848,southern_us
17886,mexican
6036,mexican
38608,mexican
12890,spanish
15709,italian
13125,italian
48454,chinese
36627,italian
47884,italian
28,italian
45365,french
40795,indian
17651,southern_us
1530,southern_us
17604,filipino
4700,indian
24972,french
23525,indian
7092,italian
43757,italian
4808,mexican
7249,italian
27589,italian
47523,italian
44244,mexican
10383,italian
37285,french
21332,italian
7311,southern_us
28052,french
31653,french
1740,italian
5484,jamaican
41406,mexican
41907,southern_us
46515,italian
38392,southern_us
15925,indian
5094,italian
31816,italian
35713,mexican
31296,indian
41640,southern_us
22419,chinese
47874,southern_us
6570,italian
6936,indian
34063,chinese
34141,southern_us
44572,italian
28425,italian
38481,british
18955,italian
46466,chinese
5692,southern_us
39836,mexican
33718,italian
36250,french
286,italian
29766,italian
20541,irish
31173,italian
46440,italian
23905,southern_us
37232,italian
8517,french
21249,italian
32700,italian
22845,british
45461,french
1307,southern_us
30010,italian
21646,mexican
28148,southern_us
26450,italian
16602,mexican
9928,italian
27063,southern_us
22273,southern_us
12744,chinese
28272,italian
30350,italian
23362,southern_us
13645,italian
16942,chinese
34970,southern_us
27829,southern_us
38058,italian
13256,italian
31859,southern_us
43027,southern_us
22235,italian
2933,mexican
45981,southern_us
11460,italian
33770,southern_us
24399,italian
8006,italian
48885,southern_us
42585,french
40160,spanish
45541,southern_us
22410,italian
26226,british
4591,french
5457,italian
39085,french
24040,british
6576,spanish
34310,southern_us
27350,chinese
9968,southern_us
2464,italian
27952,italian
43388,mexican
33143,italian
28083,french
15927,italian
10255,southern_us
8011,french
5195,italian
36015,japanese
40910,indian
11309,french
47556,southern_us
27958,cajun_creole
27198,mexican
643,french
40853,italian
15815,spanish
2063,british
19827,mexican
33443,indian
44632,mexican
26773,indian
3203,filipino
32873,italian
24806,southern_us
45942,french
1324,italian
32526,french
48093,japanese
48942,italian
8845,japanese
11546,italian
44358,italian
3209,southern_us
10553,italian
44430,italian
44712,italian
16351,italian
44644,italian
31670,italian
49147,southern_us
19750,italian
48121,italian
22722,cajun_creole
9910,irish
14236,italian
48341,italian
23190,mexican
20362,french
44794,japanese
39419,southern_us
13526,french
42270,italian
37208,greek
33824,indian
29953,southern_us
16387,french
37672,italian
1868,southern_us
24984,italian
47128,italian
44303,italian
20318,italian
7513,italian
13261,southern_us
19259,italian
31103,italian
24037,indian
29984,italian
28159,french
5318,french
23962,italian
2084,mexican
41793,southern_us
18960,mexican
17025,italian
15510,italian
36832,spanish
20643,southern_us
4154,italian
10510,italian
45117,italian
43403,southern_us
42471,mexican
6942,british
33309,italian
6689,southern_us
48687,italian
9880,greek
25590,french
21842,italian
27151,italian
565,italian
21740,italian
42399,mexican
35928,french
47060,mexican
43147,italian
16625,korean
16769,french
12515,southern_us
14731,french
11658,mexican
49467,greek
19749,french
39723,italian
5722,italian
31967,italian
39857,greek
16534,italian
27334,mexican
32215,italian
34903,mexican
24990,italian
31307,southern_us
38874,italian
24130,thai
27816,italian
939,italian
38293,southern_us
7889,italian
22114,mexican
24614,italian
48827,chinese
3387,southern_us
41676,italian
3152,french
38805,greek
27078,italian
34940,southern_us
16855,italian
41891,mexican
36715,southern_us
49455,chinese
26522,southern_us
28420,southern_us
329,italian
18986,indian
31705,british
7402,italian
10212,southern_us
10640,italian
38014,italian
5172,southern_us
26986,french
5088,spanish
24522,mexican
1900,mexican
4801,italian
27932,spanish
30941,italian
42354,cajun_creole
48854,french
39058,italian
34294,mexican
46593,italian
22582,thai
36937,french
34596,southern_us
42570,southern_us
10147,italian
44796,italian
46819,italian
30905,italian
34980,italian
49265,southern_us
37563,italian
25673,cajun_creole
14267,french
32410,filipino
26392,italian
27384,southern_us
43045,italian
22576,italian
11597,french
22656,italian
47811,italian
7925,italian
14860,french
27525,chinese
7798,italian
10848,mexican
19062,italian
32224,italian
11529,italian
12155,british
30628,italian
21909,italian
14291,british
3323,italian
6502,mexican
25833,southern_us
31108,french
47484,southern_us
27396,italian
48147,italian
10489,italian
12014,italian
4904,british
36607,italian
12756,southern_us
32462,mexican
42204,chinese
246,japanese
47061,french
15908,italian
29572,greek
13458,indian
14022,southern_us
40437,southern_us
48136,italian
17687,southern_us
48504,mexican
22857,italian
11465,southern_us
42107,mexican
12514,italian
46339,italian
8383,japanese
27362,mexican
38646,italian
44084,southern_us
12946,mexican
11670,french
34916,italian
2944,cajun_creole
33063,british
26982,southern_us
2231,mexican
5118,southern_us
28258,mexican
44113,italian
47328,italian
33937,filipino
40399,southern_us
23562,mexican
12787,mexican
13992,italian
38992,french
45269,greek
15211,chinese
34602,italian
41779,spanish
4179,indian
37925,southern_us
46161,indian
5512,italian
27845,southern_us
12024,french
41072,italian
17911,french
4237,french
40442,southern_us
15522,mexican
6804,italian
43807,italian
21647,french
22758,cajun_creole
32551,french
20470,british
20842,italian
43018,italian
45493,thai
42442,italian
14655,italian
32247,french
32302,greek
42075,french
19949,mexican
23352,southern_us
48549,italian
15053,italian
23490,italian
12080,southern_us
41992,italian
10618,italian
2870,italian
49226,italian
10052,italian
39400,southern_us
8410,italian
15752,french
18854,italian
28448,french
27260,italian
1083,southern_us
21430,southern_us
46343,italian
12493,french
14251,italian
37764,french
3912,italian
28477,italian
25100,southern_us
44515,indian
36019,italian
44471,italian
27855,italian
47538,italian
16954,mexican
5730,italian
29892,japanese
25581,mexican
43708,southern_us
49152,japanese
40984,italian
13050,southern_us
15031,italian
42841,mexican
16325,italian
1866,japanese
29547,italian
24281,southern_us
49183,italian
41136,spanish
15790,southern_us
23832,spanish
4231,french
5306,indian
40103,italian
